State/Country,Year,Category of industry,Code version,Employed Person ('000)
W.P Labuan,2007,Health and social work,MSIC 2000,0.4
W.P.Putrajaya,2007,Health and social work,MSIC 2000,
Malaysia,2007," Other community, social and personal service activities",MSIC 2000,266.5
Johor,2007," Other community, social and personal service activities",MSIC 2000,30.4
Kedah,2007," Other community, social and personal service activities",MSIC 2000,15.9
Kelantan,2007," Other community, social and personal service activities",MSIC 2000,8.9
Melaka,2007," Other community, social and personal service activities",MSIC 2000,8.5
Negeri Sembilan,2007," Other community, social and personal service activities",MSIC 2000,8.3
Pahang,2007," Other community, social and personal service activities",MSIC 2000,15.4
Pulau Pinang,2007," Other community, social and personal service activities",MSIC 2000,15.9
Perak,2007," Other community, social and personal service activities",MSIC 2000,18.3
Perlis,2007," Other community, social and personal service activities",MSIC 2000,1.7
Selangor,2007," Other community, social and personal service activities",MSIC 2000,58.8
Terengganu,2007," Other community, social and personal service activities",MSIC 2000,10.5
Sabah,2007," Other community, social and personal service activities",MSIC 2000,23.6
Sarawak,2007," Other community, social and personal service activities",MSIC 2000,19.8
W.P. Kuala Lumpur,2007," Other community, social and personal service activities",MSIC 2000,29.8
W.P Labuan,2007," Other community, social and personal service activities",MSIC 2000,0.7
W.P.Putrajaya,2007," Other community, social and personal service activities",MSIC 2000,
Malaysia,2007,Private households with employed persons,MSIC 2000,272.7
Johor,2007,Private households with employed persons,MSIC 2000,32.9
Kedah,2007,Private households with employed persons,MSIC 2000,32.9
Kelantan,2007,Private households with employed persons,MSIC 2000,5.5
Melaka,2007,Private households with employed persons,MSIC 2000,7.9
Negeri Sembilan,2007,Private households with employed persons,MSIC 2000,8.1
Pahang,2007,Private households with employed persons,MSIC 2000,12.0
Pulau Pinang,2007,Private households with employed persons,MSIC 2000,16.5
Perak,2007,Private households with employed persons,MSIC 2000,25.6
Perlis,2007,Private households with employed persons,MSIC 2000,1.4
Selangor,2007,Private households with employed persons,MSIC 2000,69.5
Terengganu,2007,Private households with employed persons,MSIC 2000,4.4
Sabah,2007,Private households with employed persons,MSIC 2000,33.3
Sarawak,2007,Private households with employed persons,MSIC 2000,13.7
W.P. Kuala Lumpur,2007,Private households with employed persons,MSIC 2000,29.6
W.P Labuan,2007,Private households with employed persons,MSIC 2000,2.3
W.P.Putrajaya,2007,Private households with employed persons,MSIC 2000,
Malaysia,2007,Extra-territorial organisations and bodies,MSIC 2000,1.7
Johor,2007,Extra-territorial organisations and bodies,MSIC 2000,
Kedah,2007,Extra-territorial organisations and bodies,MSIC 2000,
Kelantan,2007,Extra-territorial organisations and bodies,MSIC 2000,
Melaka,2007,Extra-territorial organisations and bodies,MSIC 2000,
Negeri Sembilan,2007,Extra-territorial organisations and bodies,MSIC 2000,
Pahang,2007,Extra-territorial organisations and bodies,MSIC 2000,
Pulau Pinang,2007,Extra-territorial organisations and bodies,MSIC 2000,
Perak,2007,Extra-territorial organisations and bodies,MSIC 2000,
Perlis,2007,Extra-territorial organisations and bodies,MSIC 2000,
Selangor,2007,Extra-territorial organisations and bodies,MSIC 2000,
Terengganu,2007,Extra-territorial organisations and bodies,MSIC 2000,
Sabah,2007,Extra-territorial organisations and bodies,MSIC 2000,
Sarawak,2007,Extra-territorial organisations and bodies,MSIC 2000,
W.P. Kuala Lumpur,2007,Extra-territorial organisations and bodies,MSIC 2000,0.4
W.P Labuan,2007,Extra-territorial organisations and bodies,MSIC 2000,
W.P.Putrajaya,2007,Extra-territorial organisations and bodies,MSIC 2000,
Malaysia,2006,Total,MSIC 2000,"10,275.4"
Johor,2006,Total,MSIC 2000,"1,258.1"
Kedah,2006,Total,MSIC 2000,656.8
Kelantan,2006,Total,MSIC 2000,458.4
Melaka,2006,Total,MSIC 2000,273.1
Negeri Sembilan,2006,Total,MSIC 2000,378.7
Pahang,2006,Total,MSIC 2000,557.4
Pulau Pinang,2006,Total,MSIC 2000,647.7
Perak,2006,Total,MSIC 2000,815.9
Perlis,2006,Total,MSIC 2000,74.5
Selangor,2006,Total,MSIC 2000,"2,017.7"
Terengganu,2006,Total,MSIC 2000,351.6
Sabah,2006,Total,MSIC 2000,"1,160.2"
Sarawak,2006,Total,MSIC 2000,918.3
W.P. Kuala Lumpur,2006,Total,MSIC 2000,676.6
W.P Labuan,2006,Total,MSIC 2000,30.5
W.P.Putrajaya,2006,Total,MSIC 2000,
Malaysia,2006,"Agriculture, hunting and forestry",MSIC 2000,"1,375.3"
Johor,2006,"Agriculture, hunting and forestry",MSIC 2000,117.1
Kedah,2006,"Agriculture, hunting and forestry",MSIC 2000,105.2
Kelantan,2006,"Agriculture, hunting and forestry",MSIC 2000,91.5
Melaka,2006,"Agriculture, hunting and forestry",MSIC 2000,17.4
Negeri Sembilan,2006,"Agriculture, hunting and forestry",MSIC 2000,58.6
Pahang,2006,"Agriculture, hunting and forestry",MSIC 2000,157.8
Pulau Pinang,2006,"Agriculture, hunting and forestry",MSIC 2000,10.4
Perak,2006,"Agriculture, hunting and forestry",MSIC 2000,116.2
Perlis,2006,"Agriculture, hunting and forestry",MSIC 2000,11.9
Selangor,2006,"Agriculture, hunting and forestry",MSIC 2000,51.6
Terengganu,2006,"Agriculture, hunting and forestry",MSIC 2000,46.4
Sabah,2006,"Agriculture, hunting and forestry",MSIC 2000,322.6
Sarawak,2006,"Agriculture, hunting and forestry",MSIC 2000,267.3
W.P. Kuala Lumpur,2006,"Agriculture, hunting and forestry",MSIC 2000,0.7
W.P Labuan,2006,"Agriculture, hunting and forestry",MSIC 2000,0.6
W.P.Putrajaya,2006,"Agriculture, hunting and forestry",MSIC 2000,
Malaysia,2006,Fishing,MSIC 2000,128.2
Johor,2006,Fishing,MSIC 2000,10.0
Kedah,2006,Fishing,MSIC 2000,6.6
Kelantan,2006,Fishing,MSIC 2000,4.6
Melaka,2006,Fishing,MSIC 2000,1.3
Negeri Sembilan,2006,Fishing,MSIC 2000,0.6
Pahang,2006,Fishing,MSIC 2000,4.4
Pulau Pinang,2006,Fishing,MSIC 2000,4.5
Perak,2006,Fishing,MSIC 2000,17.2
Perlis,2006,Fishing,MSIC 2000,1.7
Selangor,2006,Fishing,MSIC 2000,7.7
Terengganu,2006,Fishing,MSIC 2000,9.2
Sabah,2006,Fishing,MSIC 2000,38.7
Sarawak,2006,Fishing,MSIC 2000,21.1
W.P. Kuala Lumpur,2006,Fishing,MSIC 2000,
W.P Labuan,2006,Fishing,MSIC 2000,0.7
W.P.Putrajaya,2006,Fishing,MSIC 2000,
Malaysia,2006,Mining and quarrying,MSIC 2000,42.0
Johor,2006,Mining and quarrying,MSIC 2000,6.6
Kedah,2006,Mining and quarrying,MSIC 2000,1.3
Kelantan,2006,Mining and quarrying,MSIC 2000,0.5
Melaka,2006,Mining and quarrying,MSIC 2000,0.3
Negeri Sembilan,2006,Mining and quarrying,MSIC 2000,1.4
Pahang,2006,Mining and quarrying,MSIC 2000,2.2
Pulau Pinang,2006,Mining and quarrying,MSIC 2000,0.8
Perak,2006,Mining and quarrying,MSIC 2000,4.7
Perlis,2006,Mining and quarrying,MSIC 2000,0.2
Selangor,2006,Mining and quarrying,MSIC 2000,5.1
Terengganu,2006,Mining and quarrying,MSIC 2000,4.1
Sabah,2006,Mining and quarrying,MSIC 2000,2.9
Sarawak,2006,Mining and quarrying,MSIC 2000,7.9
W.P. Kuala Lumpur,2006,Mining and quarrying,MSIC 2000,2.7
W.P Labuan,2006,Mining and quarrying,MSIC 2000,1.1
W.P.Putrajaya,2006,Mining and quarrying,MSIC 2000,
Malaysia,2006,Manufacturing,MSIC 2000,"2,082.8"
Johor,2006,Manufacturing,MSIC 2000,388.1
Kedah,2006,Manufacturing,MSIC 2000,168.4
Kelantan,2006,Manufacturing,MSIC 2000,48.8
Melaka,2006,Manufacturing,MSIC 2000,81.3
Negeri Sembilan,2006,Manufacturing,MSIC 2000,76.4
Pahang,2006,Manufacturing,MSIC 2000,65.8
Pulau Pinang,2006,Manufacturing,MSIC 2000,228.9
Perak,2006,Manufacturing,MSIC 2000,164.6
Perlis,2006,Manufacturing,MSIC 2000,9.7
Selangor,2006,Manufacturing,MSIC 2000,484.0
Terengganu,2006,Manufacturing,MSIC 2000,47.9
Sabah,2006,Manufacturing,MSIC 2000,133.5
Sarawak,2006,Manufacturing,MSIC 2000,112.8
W.P. Kuala Lumpur,2006,Manufacturing,MSIC 2000,70.1
W.P Labuan,2006,Manufacturing,MSIC 2000,2.5
W.P.Putrajaya,2006,Manufacturing,MSIC 2000,
Malaysia,2006,"Electricity, gas and water supply",MSIC 2000,75.4
Johor,2006,"Electricity, gas and water supply",MSIC 2000,12.0
Kedah,2006,"Electricity, gas and water supply",MSIC 2000,2.1
Kelantan,2006,"Electricity, gas and water supply",MSIC 2000,1.9
Melaka,2006,"Electricity, gas and water supply",MSIC 2000,2.1
Negeri Sembilan,2006,"Electricity, gas and water supply",MSIC 2000,1.8
Pahang,2006,"Electricity, gas and water supply",MSIC 2000,3.6
Pulau Pinang,2006,"Electricity, gas and water supply",MSIC 2000,5.6
Perak,2006,"Electricity, gas and water supply",MSIC 2000,4.2
Perlis,2006,"Electricity, gas and water supply",MSIC 2000,0.3
Selangor,2006,"Electricity, gas and water supply",MSIC 2000,18.9
Terengganu,2006,"Electricity, gas and water supply",MSIC 2000,1.9
Sabah,2006,"Electricity, gas and water supply",MSIC 2000,8.0
Sarawak,2006,"Electricity, gas and water supply",MSIC 2000,7.4
W.P. Kuala Lumpur,2006,"Electricity, gas and water supply",MSIC 2000,5.7
W.P Labuan,2006,"Electricity, gas and water supply",MSIC 2000,0.1
W.P.Putrajaya,2006,"Electricity, gas and water supply",MSIC 2000,
Malaysia,2006,Construction,MSIC 2000,908.9
Johor,2006,Construction,MSIC 2000,113.8
Kedah,2006,Construction,MSIC 2000,46.5
Kelantan,2006,Construction,MSIC 2000,59.3
Melaka,2006,Construction,MSIC 2000,23.2
Negeri Sembilan,2006,Construction,MSIC 2000,30.8
Pahang,2006,Construction,MSIC 2000,41.5
Pulau Pinang,2006,Construction,MSIC 2000,38.0
Perak,2006,Construction,MSIC 2000,68.1
Perlis,2006,Construction,MSIC 2000,8.5
Selangor,2006,Construction,MSIC 2000,184.4
Terengganu,2006,Construction,MSIC 2000,47.5
Sabah,2006,Construction,MSIC 2000,86.8
Sarawak,2006,Construction,MSIC 2000,86.6
W.P. Kuala Lumpur,2006,Construction,MSIC 2000,68.7
W.P Labuan,2006,Construction,MSIC 2000,5.3
W.P.Putrajaya,2006,Construction,MSIC 2000,
Malaysia,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,"1,650.5"
Johor,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,189.0
Kedah,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,103.8
Kelantan,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,83.9
Melaka,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,41.7
Negeri Sembilan,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,53.3
Pahang,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,80.0
Pulau Pinang,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,109.7
Perak,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,133.8
Perlis,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,11.2
Selangor,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,331.3
Terengganu,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,49.6
Sabah,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,183.1
Sarawak,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,132.8
W.P. Kuala Lumpur,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,142.8
W.P Labuan,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,4.5
W.P.Putrajaya,2006,"Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods",MSIC 2000,
Malaysia,2006,Hotels and restaurants,MSIC 2000,721.3
Johor,2006,Hotels and restaurants,MSIC 2000,89.6
Kedah,2006,Hotels and restaurants,MSIC 2000,46.6
Kelantan,2006,Hotels and restaurants,MSIC 2000,38.2
Melaka,2006,Hotels and restaurants,MSIC 2000,20.5
Negeri Sembilan,2006,Hotels and restaurants,MSIC 2000,26.4
Pahang,2006,Hotels and restaurants,MSIC 2000,50.3
Pulau Pinang,2006,Hotels and restaurants,MSIC 2000,57.5
Perak,2006,Hotels and restaurants,MSIC 2000,72.0
Perlis,2006,Hotels and restaurants,MSIC 2000,6.5
Selangor,2006,Hotels and restaurants,MSIC 2000,120.8
Terengganu,2006,Hotels and restaurants,MSIC 2000,27.7
Sabah,2006,Hotels and restaurants,MSIC 2000,64.8
Sarawak,2006,Hotels and restaurants,MSIC 2000,41.1
W.P. Kuala Lumpur,2006,Hotels and restaurants,MSIC 2000,56.6
W.P Labuan,2006,Hotels and restaurants,MSIC 2000,2.8
W.P.Putrajaya,2006,Hotels and restaurants,MSIC 2000,
Malaysia,2006,"Transport, storage and communications",MSIC 2000,539.7
Johor,2006,"Transport, storage and communications",MSIC 2000,70.4
Kedah,2006,"Transport, storage and communications",MSIC 2000,23.2
Kelantan,2006,"Transport, storage and communications",MSIC 2000,16.0
Melaka,2006,"Transport, storage and communications",MSIC 2000,10.4
Negeri Sembilan,2006,"Transport, storage and communications",MSIC 2000,21.8
Pahang,2006,"Transport, storage and communications",MSIC 2000,14.9
Pulau Pinang,2006,"Transport, storage and communications",MSIC 2000,35.1
Perak,2006,"Transport, storage and communications",MSIC 2000,30.4
Perlis,2006,"Transport, storage and communications",MSIC 2000,2.9
Selangor,2006,"Transport, storage and communications",MSIC 2000,158.8
Terengganu,2006,"Transport, storage and communications",MSIC 2000,12.9
Sabah,2006,"Transport, storage and communications",MSIC 2000,53.9
Sarawak,2006,"Transport, storage and communications",MSIC 2000,37.7
W.P. Kuala Lumpur,2006,"Transport, storage and communications",MSIC 2000,48.7
W.P Labuan,2006,"Transport, storage and communications",MSIC 2000,2.4
W.P.Putrajaya,2006,"Transport, storage and communications",MSIC 2000,
Malaysia,2006,Financial intermediation,MSIC 2000,242.3
Johor,2006,Financial intermediation,MSIC 2000,22.9
Kedah,2006,Financial intermediation,MSIC 2000,7.7
Kelantan,2006,Financial intermediation,MSIC 2000,3.3
Melaka,2006,Financial intermediation,MSIC 2000,5.8
Negeri Sembilan,2006,Financial intermediation,MSIC 2000,8.9
Pahang,2006,Financial intermediation,MSIC 2000,7.0
Pulau Pinang,2006,Financial intermediation,MSIC 2000,13.7
Perak,2006,Financial intermediation,MSIC 2000,13.1
Perlis,2006,Financial intermediation,MSIC 2000,0.6
Selangor,2006,Financial intermediation,MSIC 2000,83.5
Terengganu,2006,Financial intermediation,MSIC 2000,3.0
Sabah,2006,Financial intermediation,MSIC 2000,13.7
Sarawak,2006,Financial intermediation,MSIC 2000,12.8
W.P. Kuala Lumpur,2006,Financial intermediation,MSIC 2000,45.5
W.P Labuan,2006,Financial intermediation,MSIC 2000,0.7
W.P.Putrajaya,2006,Financial intermediation,MSIC 2000,
Malaysia,2006,"Real estate, renting and business activities",MSIC 2000,508.4
Johor,2006,"Real estate, renting and business activities",MSIC 2000,45.1
Kedah,2006,"Real estate, renting and business activities",MSIC 2000,22.7
Kelantan,2006,"Real estate, renting and business activities",MSIC 2000,10.3
Melaka,2006,"Real estate, renting and business activities",MSIC 2000,10.9
Negeri Sembilan,2006,"Real estate, renting and business activities",MSIC 2000,13.8
Pahang,2006,"Real estate, renting and business activities",MSIC 2000,13.2
Pulau Pinang,2006,"Real estate, renting and business activities",MSIC 2000,36.6
Perak,2006,"Real estate, renting and business activities",MSIC 2000,33.5
Perlis,2006,"Real estate, renting and business activities",MSIC 2000,2.2
Selangor,2006,"Real estate, renting and business activities",MSIC 2000,169.9
Terengganu,2006,"Real estate, renting and business activities",MSIC 2000,14.4
Sabah,2006,"Real estate, renting and business activities",MSIC 2000,26.1
Sarawak,2006,"Real estate, renting and business activities",MSIC 2000,28.6
W.P. Kuala Lumpur,2006,"Real estate, renting and business activities",MSIC 2000,80.0
W.P Labuan,2006,"Real estate, renting and business activities",MSIC 2000,1.2
W.P.Putrajaya,2006,"Real estate, renting and business activities",MSIC 2000,
Malaysia,2006,Public administration and defence; compulsory social security,MSIC 2000,674.1
Johor,2006,Public administration and defence; compulsory social security,MSIC 2000,51.7
Kedah,2006,Public administration and defence; compulsory social security,MSIC 2000,43.3
Kelantan,2006,Public administration and defence; compulsory social security,MSIC 2000,38.2
Melaka,2006,Public administration and defence; compulsory social security,MSIC 2000,16.5
Negeri Sembilan,2006,Public administration and defence; compulsory social security,MSIC 2000,37.8
Pahang,2006,Public administration and defence; compulsory social security,MSIC 2000,37.8
Pulau Pinang,2006,Public administration and defence; compulsory social security,MSIC 2000,26.6
Perak,2006,Public administration and defence; compulsory social security,MSIC 2000,61.4
Perlis,2006,Public administration and defence; compulsory social security,MSIC 2000,8.0
Selangor,2006,Public administration and defence; compulsory social security,MSIC 2000,113.7
Terengganu,2006,Public administration and defence; compulsory social security,MSIC 2000,33.2
Sabah,2006,Public administration and defence; compulsory social security,MSIC 2000,82.8
Sarawak,2006,Public administration and defence; compulsory social security,MSIC 2000,65.6
W.P. Kuala Lumpur,2006,Public administration and defence; compulsory social security,MSIC 2000,53.2
W.P Labuan,2006,Public administration and defence; compulsory social security,MSIC 2000,4.3
W.P.Putrajaya,2006,Public administration and defence; compulsory social security,MSIC 2000,
Malaysia,2006,Education,MSIC 2000,600.1
Johor,2006,Education,MSIC 2000,65.2
Kedah,2006,Education,MSIC 2000,40.3
Kelantan,2006,Education,MSIC 2000,37.3
Melaka,2006,Education,MSIC 2000,21.8
Negeri Sembilan,2006,Education,MSIC 2000,20.9
Pahang,2006,Education,MSIC 2000,40.1
Pulau Pinang,2006,Education,MSIC 2000,30.4
Perak,2006,Education,MSIC 2000,45.2
Perlis,2006,Education,MSIC 2000,6.4
Selangor,2006,Education,MSIC 2000,124.7
Terengganu,2006,Education,MSIC 2000,27.5
Sabah,2006,Education,MSIC 2000,65.8
Sarawak,2006,Education,MSIC 2000,47.2
W.P. Kuala Lumpur,2006,Education,MSIC 2000,25.9
W.P Labuan,2006,Education,MSIC 2000,1.3
W.P.Putrajaya,2006,Education,MSIC 2000,
Malaysia,2006,Health and social work,MSIC 2000,223.2
Johor,2006,Health and social work,MSIC 2000,21.9
Kedah,2006,Health and social work,MSIC 2000,14.7
Kelantan,2006,Health and social work,MSIC 2000,9.9
Melaka,2006,Health and social work,MSIC 2000,9.5
Negeri Sembilan,2006,Health and social work,MSIC 2000,8.2
Pahang,2006,Health and social work,MSIC 2000,13.4
Pulau Pinang,2006,Health and social work,MSIC 2000,16.3
Perak,2006,Health and social work,MSIC 2000,19.6
Perlis,2006,Health and social work,MSIC 2000,2.1
Selangor,2006,Health and social work,MSIC 2000,41.2
Terengganu,2006,Health and social work,MSIC 2000,9.5
Sabah,2006,Health and social work,MSIC 2000,20.6
Sarawak,2006,Health and social work,MSIC 2000,15.8
W.P. Kuala Lumpur,2006,Health and social work,MSIC 2000,20.4
W.P Labuan,2006,Health and social work,MSIC 2000,0.2
W.P.Putrajaya,2006,Health and social work,MSIC 2000,
Malaysia,2006," Other community, social and personal service activities",MSIC 2000,247.1
Johor,2006," Other community, social and personal service activities",MSIC 2000,28.0
Kedah,2006," Other community, social and personal service activities",MSIC 2000,11.7
Kelantan,2006," Other community, social and personal service activities",MSIC 2000,9.4
Melaka,2006," Other community, social and personal service activities",MSIC 2000,5.6
Negeri Sembilan,2006," Other community, social and personal service activities",MSIC 2000,8.5
Pahang,2006," Other community, social and personal service activities",MSIC 2000,17.5
Pulau Pinang,2006," Other community, social and personal service activities",MSIC 2000,16.4
Perak,2006," Other community, social and personal service activities",MSIC 2000,15.8
Perlis,2006," Other community, social and personal service activities",MSIC 2000,0.9
Selangor,2006," Other community, social and personal service activities",MSIC 2000,49.9
Terengganu,2006," Other community, social and personal service activities",MSIC 2000,10.5
Sabah,2006," Other community, social and personal service activities",MSIC 2000,24.6
Sarawak,2006," Other community, social and personal service activities",MSIC 2000,19.6
W.P. Kuala Lumpur,2006," Other community, social and personal service activities",MSIC 2000,27.5
W.P Labuan,2006," Other community, social and personal service activities",MSIC 2000,1.2
W.P.Putrajaya,2006," Other community, social and personal service activities",MSIC 2000,
Malaysia,2006,Private households with employed persons,MSIC 2000,254.7
Johor,2006,Private households with employed persons,MSIC 2000,26.8
Kedah,2006,Private households with employed persons,MSIC 2000,26.8
Kelantan,2006,Private households with employed persons,MSIC 2000,5.3
Melaka,2006,Private households with employed persons,MSIC 2000,4.9
Negeri Sembilan,2006,Private households with employed persons,MSIC 2000,9.4
Pahang,2006,Private households with employed persons,MSIC 2000,7.9
Pulau Pinang,2006,Private households with employed persons,MSIC 2000,17.0
Perak,2006,Private households with employed persons,MSIC 2000,16.1
Perlis,2006,Private households with employed persons,MSIC 2000,1.2
Selangor,2006,Private households with employed persons,MSIC 2000,72.1
Terengganu,2006,Private households with employed persons,MSIC 2000,6.2
Sabah,2006,Private households with employed persons,MSIC 2000,32.2
Sarawak,2006,Private households with employed persons,MSIC 2000,14.0
W.P. Kuala Lumpur,2006,Private households with employed persons,MSIC 2000,27.5
W.P Labuan,2006,Private households with employed persons,MSIC 2000,1.6
W.P.Putrajaya,2006,Private households with employed persons,MSIC 2000,
Malaysia,2006,Extra-territorial organisations and bodies,MSIC 2000,1.2
Johor,2006,Extra-territorial organisations and bodies,MSIC 2000,
Kedah,2006,Extra-territorial organisations and bodies,MSIC 2000,
Kelantan,2006,Extra-territorial organisations and bodies,MSIC 2000,
Melaka,2006,Extra-territorial organisations and bodies,MSIC 2000,
Negeri Sembilan,2006,Extra-territorial organisations and bodies,MSIC 2000,
Pahang,2006,Extra-territorial organisations and bodies,MSIC 2000,
Pulau Pinang,2006,Extra-territorial organisations and bodies,MSIC 2000,
Perak,2006,Extra-territorial organisations and bodies,MSIC 2000,
Perlis,2006,Extra-territorial organisations and bodies,MSIC 2000,
Selangor,2006,Extra-territorial organisations and bodies,MSIC 2000,
Terengganu,2006,Extra-territorial organisations and bodies,MSIC 2000,
Sabah,2006,Extra-territorial organisations and bodies,MSIC 2000,
Sarawak,2006,Extra-territorial organisations and bodies,MSIC 2000,
W.P. Kuala Lumpur,2006,Extra-territorial organisations and bodies,MSIC 2000,0.6
W.P Labuan,2006,Extra-territorial organisations and bodies,MSIC 2000,
W.P.Putrajaya,2006,Extra-territorial organisations and bodies,MSIC 2000,
Malaysia,2005,Total,MSIC 2000,"10,045.4"
Johor,2005,Total,MSIC 2000,"1,237.1"
Kedah,2005,Total,MSIC 2000,652.8
Kelantan,2005,Total,MSIC 2000,438.8
Melaka,2005,Total,MSIC 2000,271.1
Negeri Sembilan,2005,Total,MSIC 2000,372.8
Pahang,2005,Total,MSIC 2000,524.7
Pulau Pinang,2005,Total,MSIC 2000,621.5
Perak,2005,Total,MSIC 2000,801.2
Perlis,2005,Total,MSIC 2000,74.0
Selangor,2005,Total,MSIC 2000,"1,985.9"
Terengganu,2005,Total,MSIC 2000,342.0
Sabah,2005,Total,MSIC 2000,"1,106.8"
Sarawak,2005,Total,MSIC 2000,910.9
W.P. Kuala Lumpur,2005,Total,MSIC 2000,675.2
W.P Labuan,2005,Total,MSIC 2000,30.5
W.P.Putrajaya,2005,Total,MSIC 2000,
Malaysia,2005,"Agriculture, hunting and forestry",MSIC 2000,"1,355.2"
Johor,2005,"Agriculture, hunting and forestry",MSIC 2000,115.8
Kedah,2005,"Agriculture, hunting and forestry",MSIC 2000,104.5
Kelantan,2005,"Agriculture, hunting and forestry",MSIC 2000,84.8
Melaka,2005,"Agriculture, hunting and forestry",MSIC 2000,20.3
Negeri Sembilan,2005,"Agriculture, hunting and forestry",MSIC 2000,51.1
Pahang,2005,"Agriculture, hunting and forestry",MSIC 2000,145.8
Pulau Pinang,2005,"Agriculture, hunting and forestry",MSIC 2000,11.5
Perak,2005,"Agriculture, hunting and forestry",MSIC 2000,107.4
Perlis,2005,"Agriculture, hunting and forestry",MSIC 2000,9.5
Selangor,2005,"Agriculture, hunting and forestry",MSIC 2000,50.4
Terengganu,2005,"Agriculture, hunting and forestry",MSIC 2000,48.5
Sabah,2005,"Agriculture, hunting and forestry",MSIC 2000,338.9
Sarawak,2005,"Agriculture, hunting and forestry",MSIC 2000,265.0
W.P. Kuala Lumpur,2005,"Agriculture, hunting and forestry",MSIC 2000,1.0
W.P Labuan,2005,"Agriculture, hunting and forestry",MSIC 2000,0.5
W.P.Putrajaya,2005,"Agriculture, hunting and forestry",MSIC 2000,
Malaysia,2005,Fishing,MSIC 2000,115.2
Johor,2005,Fishing,MSIC 2000,9.8
Kedah,2005,Fishing,MSIC 2000,9.9
Kelantan,2005,Fishing,MSIC 2000,4.8
Melaka,2005,Fishing,MSIC 2000,1.0
Negeri Sembilan,2005,Fishing,MSIC 2000,0.4
Pahang,2005,Fishing,MSIC 2000,4.9
Pulau Pinang,2005,Fishing,MSIC 2000,4.5
Perak,2005,Fishing,MSIC 2000,11.5
Perlis,2005,Fishing,MSIC 2000,1.7
Selangor,2005,Fishing,MSIC 2000,12.0
Terengganu,2005,Fishing,MSIC 2000,7.4
Sabah,2005,Fishing,MSIC 2000,34.7
Sarawak,2005,Fishing,MSIC 2000,11.1
W.P. Kuala Lumpur,2005,Fishing,MSIC 2000,
W.P Labuan,2005,Fishing,MSIC 2000,1.4
W.P.Putrajaya,2005,Fishing,MSIC 2000,
Malaysia,2005,Mining and quarrying,MSIC 2000,36.1
Johor,2005,Mining and quarrying,MSIC 2000,3.6
Kedah,2005,Mining and quarrying,MSIC 2000,1.3
Kelantan,2005,Mining and quarrying,MSIC 2000,1.1
Melaka,2005,Mining and quarrying,MSIC 2000,0.5
Negeri Sembilan,2005,Mining and quarrying,MSIC 2000,1.1
Pahang,2005,Mining and quarrying,MSIC 2000,2.2
Pulau Pinang,2005,Mining and quarrying,MSIC 2000,0.9
Perak,2005,Mining and quarrying,MSIC 2000,2.8
Perlis,2005,Mining and quarrying,MSIC 2000,0.1
Selangor,2005,Mining and quarrying,MSIC 2000,6.5
Terengganu,2005,Mining and quarrying,MSIC 2000,4.3
Sabah,2005,Mining and quarrying,MSIC 2000,2.6
Sarawak,2005,Mining and quarrying,MSIC 2000,6.1
W.P. Kuala Lumpur,2005,Mining and quarrying,MSIC 2000,1.6
W.P Labuan,2005,Mining and quarrying,MSIC 2000,1.3
W.P.Putrajaya,2005,Mining and quarrying,MSIC 2000,
Malaysia,2005,Manufacturing,MSIC 2000,"1,989.3"
Johor,2005,Manufacturing,MSIC 2000,377.8
Kedah,2005,Manufacturing,MSIC 2000,157.6
Kelantan,2005,Manufacturing,MSIC 2000,51.2
Melaka,2005,Manufacturing,MSIC 2000,67.6
Negeri Sembilan,2005,Manufacturing,MSIC 2000,77.7
Pahang,2005,Manufacturing,MSIC 2000,58.1
Pulau Pinang,2005,Manufacturing,MSIC 2000,224.7
Perak,2005,Manufacturing,MSIC 2000,165.6
Perlis,2005,Manufacturing,MSIC 2000,10.2
Selangor,2005,Manufacturing,MSIC 2000,447.8
Terengganu,2005,Manufacturing,MSIC 2000,45.1
Sabah,2005,Manufacturing,MSIC 2000,123.3
